text,label,tokens,num_tokens,unique_tokens,lexical_density,clean_text,tokens_clean,num_tokens_clean,unique_tokens_clean,lexical_density_clean
What kind of dog was Toto in the Wizard of Oz ?,1,"['what', 'kind', 'of', 'dog', 'was', 'toto', 'in', 'the', 'wizard', 'of', 'oz']",11,10,0.9090909090909091,kind dog toto wizard,"['kind', 'dog', 'toto', 'wizard']",4,4,1.0
What is a thyroid ?,0,"['what', 'is', 'a', 'thyroid']",4,4,1.0,thyroid,['thyroid'],1,1,1.0
What does ciao mean ?,0,"['what', 'does', 'ciao', 'mean']",4,4,1.0,ciao mean,"['ciao', 'mean']",2,2,1.0
What is the only artery that carries blue blood from the heart to the lungs ?,1,"['what', 'is', 'the', 'only', 'artery', 'that', 'carries', 'blue', 'blood', 'from', 'the', 'heart', 'to', 'the', 'lungs']",15,13,0.8666666666666667,artery carry blue blood heart lung,"['artery', 'carry', 'blue', 'blood', 'heart', 'lung']",6,6,1.0
How often does Old Faithful erupt at Yellowstone National Park ?,5,"['how', 'often', 'does', 'old', 'faithful', 'erupt', 'at', 'yellowstone', 'national', 'park']",10,10,1.0,old faithful erupt yellowstone national park,"['old', 'faithful', 'erupt', 'yellowstone', 'national', 'park']",6,6,1.0
What is acetic acid ?,0,"['what', 'is', 'acetic', 'acid']",4,4,1.0,acetic acid,"['acetic', 'acid']",2,2,1.0
"What is the elevation of St. Louis , MO ?",5,"['what', 'is', 'the', 'elevation', 'of', 'st', 'louis', 'mo']",8,8,1.0,elevation louis,"['elevation', 'louis']",2,2,1.0
What color does litmus paper turn when it comes into contact with a strong acid ?,1,"['what', 'color', 'does', 'litmus', 'paper', 'turn', 'when', 'it', 'comes', 'into', 'contact', 'with', 'a', 'strong', 'acid']",15,15,1.0,color litmus paper turn come contact strong acid,"['color', 'litmus', 'paper', 'turn', 'come', 'contact', 'strong', 'acid']",8,8,1.0
What are the colors of the German flag ?,1,"['what', 'are', 'the', 'colors', 'of', 'the', 'german', 'flag']",8,7,0.875,color german flag,"['color', 'german', 'flag']",3,3,1.0
What is the Moulin Rouge ?,0,"['what', 'is', 'the', 'moulin', 'rouge']",5,5,1.0,moulin rouge,"['moulin', 'rouge']",2,2,1.0
What soviet seaport is on the Black Sea ?,4,"['what', 'soviet', 'seaport', 'is', 'on', 'the', 'black', 'sea']",8,8,1.0,soviet seaport black sea,"['soviet', 'seaport', 'black', 'sea']",4,4,1.0
What is the atomic weight of silver ?,5,"['what', 'is', 'the', 'atomic', 'weight', 'of', 'silver']",7,7,1.0,atomic weight silver,"['atomic', 'weight', 'silver']",3,3,1.0
What currency do they use in Brazil ?,1,"['what', 'currency', 'do', 'they', 'use', 'in', 'brazil']",7,7,1.0,currency use brazil,"['currency', 'use', 'brazil']",3,3,1.0
What are pathogens ?,0,"['what', 'are', 'pathogens']",3,3,1.0,pathogen,['pathogen'],1,1,1.0
What is mad cow disease ?,0,"['what', 'is', 'mad', 'cow', 'disease']",5,5,1.0,mad cow disease,"['mad', 'cow', 'disease']",3,3,1.0
Name a food high in zinc .,1,"['name', 'a', 'food', 'high', 'in', 'zinc']",6,6,1.0,food high zinc,"['food', 'high', 'zinc']",3,3,1.0
When did North Carolina enter the union ?,5,"['when', 'did', 'north', 'carolina', 'enter', 'the', 'union']",7,7,1.0,north carolina enter union,"['north', 'carolina', 'enter', 'union']",4,4,1.0
Where do apple snails live ?,4,"['where', 'do', 'apple', 'snails', 'live']",5,5,1.0,apple snail live,"['apple', 'snail', 'live']",3,3,1.0
What are ethics ?,0,"['what', 'are', 'ethics']",3,3,1.0,ethic,['ethic'],1,1,1.0
What does CPR stand for ?,2,"['what', 'does', 'cpr', 'stand', 'for']",5,5,1.0,cpr stand,"['cpr', 'stand']",2,2,1.0
What is an annuity ?,0,"['what', 'is', 'an', 'annuity']",4,4,1.0,annuity,['annuity'],1,1,1.0
Who killed John F. Kennedy ?,3,"['who', 'killed', 'john', 'f', 'kennedy']",5,5,1.0,kill john kennedy,"['kill', 'john', 'kennedy']",3,3,1.0
Who was the first vice president of the U.S. ?,3,"['who', 'was', 'the', 'first', 'vice', 'president', 'of', 'the', 'u', 's']",10,9,0.9,vice president,"['vice', 'president']",2,2,1.0
What birthstone is turquoise ?,1,"['what', 'birthstone', 'is', 'turquoise']",4,4,1.0,birthstone turquoise,"['birthstone', 'turquoise']",2,2,1.0
Who was the first US President to ride in an automobile to his inauguration ?,3,"['who', 'was', 'the', 'first', 'us', 'president', 'to', 'ride', 'in', 'an', 'automobile', 'to', 'his', 'inauguration']",14,13,0.9285714285714286,president ride automobile inauguration,"['president', 'ride', 'automobile', 'inauguration']",4,4,1.0
How old was the youngest president of the United States ?,5,"['how', 'old', 'was', 'the', 'youngest', 'president', 'of', 'the', 'united', 'states']",10,9,0.9,old young president united states,"['old', 'young', 'president', 'united', 'states']",5,5,1.0
When was Ulysses S. Grant born ?,5,"['when', 'was', 'ulysses', 's', 'grant', 'born']",6,6,1.0,ulysses grant bear,"['ulysses', 'grant', 'bear']",3,3,1.0
What is Muscular Dystrophy ?,0,"['what', 'is', 'muscular', 'dystrophy']",4,4,1.0,muscular dystrophy,"['muscular', 'dystrophy']",2,2,1.0
Who lived in the Neuschwanstein castle ?,3,"['who', 'lived', 'in', 'the', 'neuschwanstein', 'castle']",6,6,1.0,live neuschwanstein castle,"['live', 'neuschwanstein', 'castle']",3,3,1.0
What is propylene glycol ?,0,"['what', 'is', 'propylene', 'glycol']",4,4,1.0,propylene glycol,"['propylene', 'glycol']",2,2,1.0
What is a panic disorder ?,0,"['what', 'is', 'a', 'panic', 'disorder']",5,5,1.0,panic disorder,"['panic', 'disorder']",2,2,1.0
Who invented the instant Polaroid camera ?,3,"['who', 'invented', 'the', 'instant', 'polaroid', 'camera']",6,6,1.0,invent instant polaroid camera,"['invent', 'instant', 'polaroid', 'camera']",4,4,1.0
What is a carcinogen ?,0,"['what', 'is', 'a', 'carcinogen']",4,4,1.0,carcinogen,['carcinogen'],1,1,1.0
What is a baby lion called ?,1,"['what', 'is', 'a', 'baby', 'lion', 'called']",6,6,1.0,baby lion call,"['baby', 'lion', 'call']",3,3,1.0
What is the world 's population ?,5,"['what', 'is', 'the', 'world', 's', 'population']",6,6,1.0,world population,"['world', 'population']",2,2,1.0
What is nepotism ?,0,"['what', 'is', 'nepotism']",3,3,1.0,nepotism,['nepotism'],1,1,1.0
What is die-casting ?,0,"['what', 'is', 'die', 'casting']",4,4,1.0,diecaste,['diecaste'],1,1,1.0
What is myopia ?,0,"['what', 'is', 'myopia']",3,3,1.0,myopia,['myopia'],1,1,1.0
What is the sales tax rate in New York ?,5,"['what', 'is', 'the', 'sales', 'tax', 'rate', 'in', 'new', 'york']",9,9,1.0,sale tax rate new york,"['sale', 'tax', 'rate', 'new', 'york']",5,5,1.0
Developing nations comprise what percentage of the world 's population ?,5,"['developing', 'nations', 'comprise', 'what', 'percentage', 'of', 'the', 'world', 's', 'population']",10,10,1.0,develop nation comprise percentage world population,"['develop', 'nation', 'comprise', 'percentage', 'world', 'population']",6,6,1.0
What is the fourth highest mountain in the world ?,4,"['what', 'is', 'the', 'fourth', 'highest', 'mountain', 'in', 'the', 'world']",9,8,0.8888888888888888,fourth high mountain world,"['fourth', 'high', 'mountain', 'world']",4,4,1.0
What is Shakespeare 's nickname ?,3,"['what', 'is', 'shakespeare', 's', 'nickname']",5,5,1.0,shakespeare nickname,"['shakespeare', 'nickname']",2,2,1.0
What is the heaviest naturally occurring element ?,1,"['what', 'is', 'the', 'heaviest', 'naturally', 'occurring', 'element']",7,7,1.0,heavy naturally occur element,"['heavy', 'naturally', 'occur', 'element']",4,4,1.0
When is Father 's Day ?,5,"['when', 'is', 'father', 's', 'day']",5,5,1.0,father day,"['father', 'day']",2,2,1.0
What does the acronym NASA stand for ?,2,"['what', 'does', 'the', 'acronym', 'nasa', 'stand', 'for']",7,7,1.0,acronym nasa stand,"['acronym', 'nasa', 'stand']",3,3,1.0
How long is the Columbia River in miles ?,5,"['how', 'long', 'is', 'the', 'columbia', 'river', 'in', 'miles']",8,8,1.0,long columbia river miles,"['long', 'columbia', 'river', 'miles']",4,4,1.0
What city 's newspaper is called `` The Star '' ?,4,"['what', 'city', 's', 'newspaper', 'is', 'called', 'the', 'star']",8,8,1.0,city newspaper call star,"['city', 'newspaper', 'call', 'star']",4,4,1.0
What is carbon dioxide ?,0,"['what', 'is', 'carbon', 'dioxide']",4,4,1.0,carbon dioxide,"['carbon', 'dioxide']",2,2,1.0
Where is the Mason/Dixon line ?,4,"['where', 'is', 'the', 'mason', 'dixon', 'line']",6,6,1.0,masondixon line,"['masondixon', 'line']",2,2,1.0
When was the Boston tea party ?,5,"['when', 'was', 'the', 'boston', 'tea', 'party']",6,6,1.0,boston tea party,"['boston', 'tea', 'party']",3,3,1.0
What is metabolism ?,0,"['what', 'is', 'metabolism']",3,3,1.0,metabolism,['metabolism'],1,1,1.0
Which U.S.A. president appeared on `` Laugh-In '' ?,3,"['which', 'u', 's', 'a', 'president', 'appeared', 'on', 'laugh', 'in']",9,9,1.0,usa president appear laughin,"['usa', 'president', 'appear', 'laughin']",4,4,1.0
What are cigarettes made of ?,1,"['what', 'are', 'cigarettes', 'made', 'of']",5,5,1.0,cigarette,['cigarette'],1,1,1.0
What is the capital of Zimbabwe ?,4,"['what', 'is', 'the', 'capital', 'of', 'zimbabwe']",6,6,1.0,capital zimbabwe,"['capital', 'zimbabwe']",2,2,1.0
What does NASA stand for ?,2,"['what', 'does', 'nasa', 'stand', 'for']",5,5,1.0,nasa stand,"['nasa', 'stand']",2,2,1.0
What is the state flower of Michigan ?,1,"['what', 'is', 'the', 'state', 'flower', 'of', 'michigan']",7,7,1.0,state flower michigan,"['state', 'flower', 'michigan']",3,3,1.0
What are semiconductors ?,0,"['what', 'are', 'semiconductors']",3,3,1.0,semiconductor,['semiconductor'],1,1,1.0
What is nuclear power ?,0,"['what', 'is', 'nuclear', 'power']",4,4,1.0,nuclear power,"['nuclear', 'power']",2,2,1.0
What is a tsunami ?,0,"['what', 'is', 'a', 'tsunami']",4,4,1.0,tsunami,['tsunami'],1,1,1.0
Who is the congressman from state of Texas on the armed forces committee ?,3,"['who', 'is', 'the', 'congressman', 'from', 'state', 'of', 'texas', 'on', 'the', 'armed', 'forces', 'committee']",13,12,0.9230769230769231,congressman state texas armed forces committee,"['congressman', 'state', 'texas', 'armed', 'forces', 'committee']",6,6,1.0
Who was president in 1913 ?,3,"['who', 'was', 'president', 'in', '1913']",5,5,1.0,president,['president'],1,1,1.0
When was the first kidney transplant ?,5,"['when', 'was', 'the', 'first', 'kidney', 'transplant']",6,6,1.0,kidney transplant,"['kidney', 'transplant']",2,2,1.0
What are Canada 's two territories ?,4,"['what', 'are', 'canada', 's', 'two', 'territories']",6,6,1.0,canada territory,"['canada', 'territory']",2,2,1.0
What was the name of the plane Lindbergh flew solo across the Atlantic ?,1,"['what', 'was', 'the', 'name', 'of', 'the', 'plane', 'lindbergh', 'flew', 'solo', 'across', 'the', 'atlantic']",13,11,0.8461538461538461,plane lindbergh fly solo atlantic,"['plane', 'lindbergh', 'fly', 'solo', 'atlantic']",5,5,1.0
What is genocide ?,0,"['what', 'is', 'genocide']",3,3,1.0,genocide,['genocide'],1,1,1.0
What continent is Argentina on ?,4,"['what', 'continent', 'is', 'argentina', 'on']",5,5,1.0,continent argentina,"['continent', 'argentina']",2,2,1.0
What monastery was raided by Vikings in the late eighth century ?,1,"['what', 'monastery', 'was', 'raided', 'by', 'vikings', 'in', 'the', 'late', 'eighth', 'century']",11,11,1.0,monastery raid viking late eighth century,"['monastery', 'raid', 'viking', 'late', 'eighth', 'century']",6,6,1.0
What is an earthquake ?,0,"['what', 'is', 'an', 'earthquake']",4,4,1.0,earthquake,['earthquake'],1,1,1.0
Where is the tallest roller coaster located ?,4,"['where', 'is', 'the', 'tallest', 'roller', 'coaster', 'located']",7,7,1.0,tall roller coaster locate,"['tall', 'roller', 'coaster', 'locate']",4,4,1.0
What are enzymes ?,0,"['what', 'are', 'enzymes']",3,3,1.0,enzyme,['enzyme'],1,1,1.0
Who discovered oxygen ?,3,"['who', 'discovered', 'oxygen']",3,3,1.0,discover oxygen,"['discover', 'oxygen']",2,2,1.0
What is bangers and mash ?,0,"['what', 'is', 'bangers', 'and', 'mash']",5,5,1.0,banger mash,"['banger', 'mash']",2,2,1.0
What is the name given to the Tiger at Louisiana State University ?,1,"['what', 'is', 'the', 'name', 'given', 'to', 'the', 'tiger', 'at', 'louisiana', 'state', 'university']",12,11,0.9166666666666666,give tiger louisiana state university,"['give', 'tiger', 'louisiana', 'state', 'university']",5,5,1.0
Where are the British crown jewels kept ?,4,"['where', 'are', 'the', 'british', 'crown', 'jewels', 'kept']",7,7,1.0,british crown jewel keep,"['british', 'crown', 'jewel', 'keep']",4,4,1.0
Who was the first person to reach the North Pole ?,3,"['who', 'was', 'the', 'first', 'person', 'to', 'reach', 'the', 'north', 'pole']",10,9,0.9,person reach north pole,"['person', 'reach', 'north', 'pole']",4,4,1.0
What is an ulcer ?,0,"['what', 'is', 'an', 'ulcer']",4,4,1.0,ulcer,['ulcer'],1,1,1.0
What is vertigo ?,0,"['what', 'is', 'vertigo']",3,3,1.0,vertigo,['vertigo'],1,1,1.0
What is the spirometer test ?,0,"['what', 'is', 'the', 'spirometer', 'test']",5,5,1.0,spirometer test,"['spirometer', 'test']",2,2,1.0
When is the official first day of summer ?,5,"['when', 'is', 'the', 'official', 'first', 'day', 'of', 'summer']",8,8,1.0,official day summer,"['official', 'day', 'summer']",3,3,1.0
What does the abbreviation SOS mean ?,2,"['what', 'does', 'the', 'abbreviation', 'sos', 'mean']",6,6,1.0,abbreviation sos mean,"['abbreviation', 'sos', 'mean']",3,3,1.0
What is the smallest bird in Britain ?,1,"['what', 'is', 'the', 'smallest', 'bird', 'in', 'britain']",7,7,1.0,small bird britain,"['small', 'bird', 'britain']",3,3,1.0
Who invented Trivial Pursuit ?,3,"['who', 'invented', 'trivial', 'pursuit']",4,4,1.0,invent trivial pursuit,"['invent', 'trivial', 'pursuit']",3,3,1.0
What gasses are in the troposphere ?,1,"['what', 'gasses', 'are', 'in', 'the', 'troposphere']",6,6,1.0,gas troposphere,"['gas', 'troposphere']",2,2,1.0
Which country has the most water pollution ?,4,"['which', 'country', 'has', 'the', 'most', 'water', 'pollution']",7,7,1.0,country water pollution,"['country', 'water', 'pollution']",3,3,1.0
What is the scientific name for elephant ?,1,"['what', 'is', 'the', 'scientific', 'name', 'for', 'elephant']",7,7,1.0,scientific elephant,"['scientific', 'elephant']",2,2,1.0
Who is the actress known for her role in the movie `` Gypsy '' ?,3,"['who', 'is', 'the', 'actress', 'known', 'for', 'her', 'role', 'in', 'the', 'movie', 'gypsy']",12,11,0.9166666666666666,actress know role movie gypsy,"['actress', 'know', 'role', 'movie', 'gypsy']",5,5,1.0
What breed of hunting dog did the Beverly Hillbillies own ?,1,"['what', 'breed', 'of', 'hunting', 'dog', 'did', 'the', 'beverly', 'hillbillies', 'own']",10,10,1.0,breed hunt dog beverly hillbilly,"['breed', 'hunt', 'dog', 'beverly', 'hillbilly']",5,5,1.0
What is the rainiest place on Earth ?,4,"['what', 'is', 'the', 'rainiest', 'place', 'on', 'earth']",7,7,1.0,rainy place earth,"['rainy', 'place', 'earth']",3,3,1.0
Who was the first African American to win the Nobel Prize in literature ?,3,"['who', 'was', 'the', 'first', 'african', 'american', 'to', 'win', 'the', 'nobel', 'prize', 'in', 'literature']",13,12,0.9230769230769231,african american win nobel prize literature,"['african', 'american', 'win', 'nobel', 'prize', 'literature']",6,6,1.0
When is St. Patrick 's Day ?,5,"['when', 'is', 'st', 'patrick', 's', 'day']",6,6,1.0,patrick day,"['patrick', 'day']",2,2,1.0
What was FDR 's dog 's name ?,1,"['what', 'was', 'fdr', 's', 'dog', 's', 'name']",7,6,0.8571428571428571,fdr dog,"['fdr', 'dog']",2,2,1.0
What colors need to be mixed to get the color pink ?,1,"['what', 'colors', 'need', 'to', 'be', 'mixed', 'to', 'get', 'the', 'color', 'pink']",11,10,0.9090909090909091,color need mixed color pink,"['color', 'need', 'mixed', 'color', 'pink']",5,4,0.8
What is the most popular sport in Japan ?,1,"['what', 'is', 'the', 'most', 'popular', 'sport', 'in', 'japan']",8,8,1.0,popular sport japan,"['popular', 'sport', 'japan']",3,3,1.0
What is the active ingredient in baking soda ?,1,"['what', 'is', 'the', 'active', 'ingredient', 'in', 'baking', 'soda']",8,8,1.0,active ingredient bake soda,"['active', 'ingredient', 'bake', 'soda']",4,4,1.0
When was Thomas Jefferson born ?,5,"['when', 'was', 'thomas', 'jefferson', 'born']",5,5,1.0,thomas jefferson bear,"['thomas', 'jefferson', 'bear']",3,3,1.0
How cold should a refrigerator be ?,5,"['how', 'cold', 'should', 'a', 'refrigerator', 'be']",6,6,1.0,cold refrigerator,"['cold', 'refrigerator']",2,2,1.0
When was the telephone invented ?,5,"['when', 'was', 'the', 'telephone', 'invented']",5,5,1.0,telephone invent,"['telephone', 'invent']",2,2,1.0
What is the most common eye color ?,1,"['what', 'is', 'the', 'most', 'common', 'eye', 'color']",7,7,1.0,common eye color,"['common', 'eye', 'color']",3,3,1.0
Where was the first golf course in the United States ?,4,"['where', 'was', 'the', 'first', 'golf', 'course', 'in', 'the', 'united', 'states']",10,9,0.9,golf course united states,"['golf', 'course', 'united', 'states']",4,4,1.0
What is schizophrenia ?,0,"['what', 'is', 'schizophrenia']",3,3,1.0,schizophrenia,['schizophrenia'],1,1,1.0
What is angiotensin ?,0,"['what', 'is', 'angiotensin']",3,3,1.0,angiotensin,['angiotensin'],1,1,1.0
What did Jesse Jackson organize ?,3,"['what', 'did', 'jesse', 'jackson', 'organize']",5,5,1.0,jesse jackson organize,"['jesse', 'jackson', 'organize']",3,3,1.0
What is New York 's state bird ?,1,"['what', 'is', 'new', 'york', 's', 'state', 'bird']",7,7,1.0,new york state bird,"['new', 'york', 'state', 'bird']",4,4,1.0
What is the National Park in Utah ?,4,"['what', 'is', 'the', 'national', 'park', 'in', 'utah']",7,7,1.0,national park utah,"['national', 'park', 'utah']",3,3,1.0
What is Susan B. Anthony 's birthday ?,5,"['what', 'is', 'susan', 'b', 'anthony', 's', 'birthday']",7,7,1.0,susan anthony birthday,"['susan', 'anthony', 'birthday']",3,3,1.0
In which state would you find the Catskill Mountains ?,4,"['in', 'which', 'state', 'would', 'you', 'find', 'the', 'catskill', 'mountains']",9,9,1.0,state find catskill mountain,"['state', 'find', 'catskill', 'mountain']",4,4,1.0
What do you call a word that is spelled the same backwards and forwards ?,1,"['what', 'do', 'you', 'call', 'a', 'word', 'that', 'is', 'spelled', 'the', 'same', 'backwards', 'and', 'forwards']",14,14,1.0,word spell backwards forwards,"['word', 'spell', 'backwards', 'forwards']",4,4,1.0
What are pediatricians ?,0,"['what', 'are', 'pediatricians']",3,3,1.0,pediatrician,['pediatrician'],1,1,1.0
"What chain store is headquartered in Bentonville , Arkansas ?",3,"['what', 'chain', 'store', 'is', 'headquartered', 'in', 'bentonville', 'arkansas']",8,8,1.0,chain store headquarter bentonville arkansas,"['chain', 'store', 'headquarter', 'bentonville', 'arkansas']",5,5,1.0
What are solar cells ?,0,"['what', 'are', 'solar', 'cells']",4,4,1.0,solar cell,"['solar', 'cell']",2,2,1.0
What is compounded interest ?,0,"['what', 'is', 'compounded', 'interest']",4,4,1.0,compound interest,"['compound', 'interest']",2,2,1.0
What are capers ?,0,"['what', 'are', 'capers']",3,3,1.0,caper,['caper'],1,1,1.0
What is an antigen ?,0,"['what', 'is', 'an', 'antigen']",4,4,1.0,antigen,['antigen'],1,1,1.0
