Label,Message,Word_count,Message_clean,Word_count_clean
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",27,want funk fone weekly new tone reply text original good tone network operator rate apply,15
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",30,horny turn txt fantasy babe hot sticky need reply cost cancel send stop,13
ham,I will come tomorrow di,5,come tomorrow,2
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,15,wylie update weed dealer carlos go freedom class lunsford,9
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,35,happy baby alright job hope fine send smile sea kiss kiss,11
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,18,minute decision watch lar tot interested,6
ham,How are you enjoying this semester? Take care brother.,9,enjoy semester care brother,4
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,22,important information orange user today lucky find log fantastic prizeawaite,10
ham,"Get the door, I'm here",5,door,1
ham,"Lets use it next week, princess :)",7,let use week princess,4
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,17,home lar wait lor stuff,5
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,17,want kfc tuesday buy meal gravy mark,7
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),16,dahe stupid daalway send like thisdon believe,7
ham,Oi when you gonna ring,5,gon ring,2
spam,Missed call alert. These numbers called but left no message. 07008009200,11,miss alert number call left message,6
ham,I attended but nothing is there.,6,attend,1
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,18,ard like dat lor juz meet mrt station dun haf come,11
ham,No dear i was sleeping :-P,6,dear sleeping,2
ham,Er mw im filled tuth is aight,7,fill tuth aight,3
ham,Will be office around 4 pm. Now i am going hospital.,11,office go hospital,3
ham,Actually i'm waiting for 2 weeks when they start putting ad.,11,actually wait week start put,5
ham,Anything lor if they all go then i go lor...,10,lor lor,2
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,18,free sit rite wan watch infernal affairs wif mayb,9
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",54,plz note call mobile amp ask type ltgt ltgt disconnect callcoz attempt terrorist use sim card nokia motorola verify ibn,20
ham,Yo you around? A friend of mine's lookin to pick up later tonight,13,friend mine lookin pick later tonight,6
ham,Stupid auto correct on my phone,6,stupid auto correct phone,4
ham,Double eviction this week - Spiral and Michael and good riddance to them!,13,double eviction week spiral good riddance,6
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",23,world suffer lot violence bad people silence good people gud night,11
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",25,cool raglan edward cricket ground gimme ring closeby tuesday,9
ham,Buy one egg for me da..please:),6,buy egg daplease,3
ham,Have you started in skye,5,start skye,2
ham,Have you bookedthe hut? And also your time off? How are you by the way?,15,time way,2
ham,And several to you sir.,5,sir,1
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,19,pig leh sleep dad wake smth eat lunch today,9
ham,I'm at home. Please call,5,home,1
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,20,love hope drastic dare sell phone,6
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,17,reach home tired come tomorro,5
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,31,freemsg record indicate entitle pound accident claim free reply yes msg opt text stop,14
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",24,win music gift voucher week start txt word draw tsc skillgame,11
ham,Life style garments account no please.,6,life style garment account,4
ham,Lol wtf random. Btw is that your lunch break,9,lol wtf random btw lunch break,6
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",20,sez arab boy hope good love love eshxx,8
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",32,lay man let know miss thought great day send bimbo ugos number ill appreciate safe,15
ham,Detroit. The home of snow. Enjoy it.,7,home snow enjoy,3
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,25,colour euro offer england flag tone phone click follow service message info,12
ham,Okie...,1,okie,1
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",15,aight chillin friend room text way,6
ham,Is toshiba portege m100 gd?,5,portege,1
ham,Well welp is sort of a semiobscure internet thing,9,welp sort semiobscure internet thing,5
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,17,text pass collect polyphonic ringtone normal gprs charge apply enjoy tone,11
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",14,accordingly repeat text word phone send,6
ham,Loosu go to hospital. De dont let it careless.,9,loosu hospital let careless,4
ham,How much for an eighth?,5,eighth,1
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,37,freak look friend find photo ask stuff myspace log like year,11
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",22,send birthdate month year tel life partner method calculation reply,10
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,20,wake bit blur blur dad go oso,7
ham,"How about clothes, jewelry, and trips?",6,clothe jewelry trip,3
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,27,block breaker come deluxe format new feature great graphic tmobile buy replying bbdeluxe challenge,14
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,18,lush need lot tea soup kind fumble,7
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,22,important information orange user today lucky log fantastic surprise await,10
ham,I am late. I will be there at,8,late,1
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,35,sad story man week bday wife wish parent forgot kid go work colleague wish,14
ham,Are you plans with your family set in stone ?,10,plan family set stone,4
ham,Pls dont forget to study,5,pls forget study,3
ham,You'll never believe this but i have actually got off at taunton. Wow,13,believe actually get taunton wow,5
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",25,den weekday get special price cut nail oso muz wait finish drivin wat lunch muz eat wat,17
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,23,break list reason nobodys town tell sarcastic faggy,8
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,27,ltdecimalgt common car well buy find expensive ill holla,9
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,15,great test courage earth bear defeat lose heartgn,8
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,17,sorry stil fuck nite go tobe get work,8
ham,Hey so whats the plan this sat? ,7,hey plan sit,3
ham,Beauty sleep can help ur pimples too.,7,beauty sleep help pimple,4
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,24,great hope connection mode man cos know old friend lead today,11
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,22,natalja invite friend reply stop send stop frnd,8
ham,Where to get those?,4,,0
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",22,kind miss train cos asthma attack nxt half drive sure park,11
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),13,ball move lotwill spin difficult bat,6
ham,Haiyoh... Maybe your hamster was jealous of million,8,haiyoh maybe hamster jealous million,5
ham,Can you please send me my aunty's number,8,send auntys number,3
ham,I'm glad. You are following your dreams.,7,glad follow dream,3
ham,I've reached home finally...,4,reach home finally,3
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",27,urgent important information user today lucky day find log fantastic surprise await,12
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,26,winner value network customer select receivea prize reward claim claim code valid hour,13
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",33,hurt prsn close fight wit dem coz somtime dis fight save relation quiet leave nothin relation gud eveb,18
ham,U can call now...,4,,0
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",23,science tell chocolate melt sunlight walk sunlight bcozi want loss sweet friend,12
ham,Yes. I come to nyc for audiitions and am trying to relocate.,12,yes come nyc audiition try relocate,6
ham,I pocked you up there before,6,pock,1
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,28,congrat great want tell tell score cos relax motivate thank share,11
